ChEMBL_ID,canonical_smiles,target_chembl_id,standard_type,standard_value,standard_units,assay_description
CHEMBL3261562,COc1ccccc1N1C(=O)CSC1c1cccc(O)c1,CHEMBL392,IC50,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL4215304,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCOCC5)C4=O)ccc3[nH]2)cc1OC,CHEMBL392,IC50,660.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay
CHEMBL364423,O=C1NC(=S)SC1Cc1cc(Cl)ccc1OCc1ccccc1,CHEMBL392,GI50,29000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL5200894,O=C1CC(N2C(=O)/C(=C/C(Cl)=C/c3ccc([N+](=O)[O-])cc3)SC2=S)C(=O)N1c1ccc(Cl)cc1,CHEMBL392,TGI,100000.0,nM,Anticancer activity against human A549 cells assessed as total growth inhibition incubated for 48 hrs by SRB assay
CHEMBL5200894,O=C1CC(N2C(=O)/C(=C/C(Cl)=C/c3ccc([N+](=O)[O-])cc3)SC2=S)C(=O)N1c1ccc(Cl)cc1,CHEMBL392,LC50,100000.0,nM,Anticancer activity against human A549 cells assessed as lethality incubated for 48 hrs by SRB assay
CHEMBL5200894,O=C1CC(N2C(=O)/C(=C/C(Cl)=C/c3ccc([N+](=O)[O-])cc3)SC2=S)C(=O)N1c1ccc(Cl)cc1,CHEMBL392,GI50,63900.0,nM,Anticancer activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay
CHEMBL3261577,COc1ccc(CCNC(=O)c2cccc(C3SCC(=O)N3c3ccccc3OC)c2)cc1,CHEMBL392,IC50,130.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL3794120,Cc1ccc2cc(/C=C3\SC(=S)NC3=O)c3nnnn3c2c1,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3794120,Cc1ccc2cc(/C=C3\SC(=S)NC3=O)c3nnnn3c2c1,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4088560,COc1ccc2cc(C3SCC(=O)N3NC(=O)c3ccncc3)c3nnnn3c2c1,CHEMBL392,GI50,237450000.0,nM,Cytotoxicity against human A549 cells by MTT assay
CHEMBL1986105,COc1ccc(C2SCC(=O)N2c2ccc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc5c4=O)cc3)cc2)cc1OC,CHEMBL392,GI50,27925.44,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL178993,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,CHEMBL392,Log IC50,-8.1,nM,In vitro cytotoxic activity against human A549 cancer cell lines after 3 days of culture
CHEMBL178993,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,CHEMBL392,IC50,8.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture
CHEMBL1988909,O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S,CHEMBL392,GI50,26730.06,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1988909,O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S,CHEMBL392,Activity,,,Antiproliferative activity against human A549 cells assessed as reduction in cell number incubated for 48 hrs by MTS assay
CHEMBL1970550,C=CC/N=C1\NC(=O)C(CC(=O)Nc2ccc(C)cc2)S1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969336,N#C/C(=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S)c1nc2ccccc2s1,CHEMBL392,GI50,25644.84,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1970766,COc1ccc(/C=c2\s/c(=C3/SC(=S)N(c4ccccc4)C3=O)n(-c3ccccc3)c2=O)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3098843,O=C1NC(=O)/C(=C/C2=C(Cl)c3ccccc3CCC2)S1,CHEMBL392,IC50,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay
CHEMBL1970937,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,CHEMBL392,GI50,57016.43,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1973779,COc1cc(S(=O)(=O)Nc2ccc(-c3csc(N4C(=O)C(C)SC4c4ccccc4)n3)cc2)ccc1Cl,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1966185,O=C1/C(=C\c2ccc([N+](=O)[O-])o2)SC2NC(COc3ccc(Cl)cc3)=NN12,CHEMBL392,GI50,18323.14,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1500075,COc1cc(C2SCC(=O)N2Cc2ccccc2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2062759,O=C(O)CN1C(=O)/C(=C/C2=Cc3ccccc3OC2)SC1=S,CHEMBL392,IC50,100000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay
CHEMBL1988828,O=C1CSC(c2cccc(Oc3ccccc3)c2)N1c1cccc(Cl)c1Cl,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1988733,COc1cc(C2S/C(=C/c3ccccc3)C(=O)N2c2cccc([N+](=O)[O-])c2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1980225,O=C1CSC2=NCC3(NN12)c1ccccc1-c1ccccc13,CHEMBL392,GI50,10000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2000245,CC1SC2=NC3=C(c4ccccc4C3=O)C(c3ccc(F)cc3)N2C1=O,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1983411,O=C1CC(=O)NC(NN2C(=O)CSC2C(=O)c2ccco2)=N1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1972091,COc1ccc(N2C(=O)CSC2c2cc3cc(Br)ccc3nc2Cl)cc1,CHEMBL392,GI50,48640.72,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2237355,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC/C(=N\OC(=O)/C=C5/SC(=O)NC5=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,CHEMBL392,GI50,61659.5,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 48 hr by SRB assay
CHEMBL2237355,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC/C(=N\OC(=O)/C=C5/SC(=O)NC5=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,CHEMBL392,GI50,4570.88,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 48 hr by SRB assay
CHEMBL2237355,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC/C(=N\OC(=O)/C=C5/SC(=O)NC5=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,CHEMBL392,TGI,17782.79,nM,Cytotoxicity against Homo sapiens (human) A549 cells at 10'-4 to 10'-8 M after 48 hr by SRB assay
CHEMBL1331913,O=C1/C(=C/c2cccnc2)SC(=S)N1Cc1ccco1,CHEMBL392,GI50,31045.6,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3098838,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccc(Br)cc3)C1=O)CCC2,CHEMBL392,IC50,9690.0,nM,Cytotoxicity against human A549 cells by MTT assay
CHEMBL2236298,COc1cccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)c1,CHEMBL392,IC50,55000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL1971038,Cc1ccc(N2C(=O)/C(=C3\Sc4c(nc(C)n(C)c4=O)N3c3ccccc3)SC2=S)cc1,CHEMBL392,GI50,49203.95,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL539684,O=C1NC(=S)S/C1=C\c1cc(F)ccc1OCc1ccccc1,CHEMBL392,GI50,9000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL4462008,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)C(C)(C)SC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,CHEMBL392,IC50,1450.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay
CHEMBL1995696,COc1ccc(C2S/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)N2NC(=O)Cc2ccccc2)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1973333,O=C1CSC2(CC(/C=C/c3cccs3)=NN2c2cccc(S(=O)(=O)O)c2)N1c1nc2ccccc2s1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1974059,C/C=C/C=C/C1=NN(c2cccc(S(=O)(=O)O)c2)C2(C1)SCC(=O)N2c1nc2ccccc2s1,CHEMBL392,GI50,86297.85,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1254877,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)Nc1nc2ccccc2s1,CHEMBL392,GI50,46900.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL3261543,CCOc1ccc(N2C(=O)CSC2c2cccc(Br)c2)cc1,CHEMBL392,IC50,8980.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL553485,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2cccs2)cc1,CHEMBL392,GI50,19100.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL553485,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2cccs2)cc1,CHEMBL392,TGI,100000.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL553485,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2cccs2)cc1,CHEMBL392,LC50,,,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL3261575,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(F)cc2)c1,CHEMBL392,IC50,470.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL4745682,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)Nc1ccc(Cl)cc1C(F)(F)F,CHEMBL392,GI50,,,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,IC50,96.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,,,Antimigratory activity in human A549 cells assessed as reduction in wound healing at cytotoxic IC50 concentration after 24 to 48 hrs by phase contrast microscopy
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as formation of fragmented nuclei at cytotoxic IC50 concentration after 24 hrs by Hoechst 33242-staining based fluorescent microscopy
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as formation of shrinked nuclei at cytotoxic IC50 concentration after 24 hrs by Hoechst 33242-staining based fluorescent microscopy
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,,,Induction of ROS production in human A549 cells at cytotoxic IC50 concentration after 24 hrs by DCFH-DA-dye based fluorescent microscopy
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,37.3,%,Induction of apoptosis in human A549 cells assessed as loss of mitochondrial membrane potential at cytotoxic IC50 concentration after 24 hrs by rhodamine-123 dye based spectrofluorometery relative to control
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,66.1,%,Induction of apoptosis in human A549 cells assessed as viable cells at cytotoxic IC50 concentration after 24 hrs by Annexin V-FITC/propidium iodide dual staining based flow cytometry (Rvb = 84.8%)
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,21.9,%,Induction of apoptosis in human A549 cells assessed as early apoptotic cells at cytotoxic IC50 concentration after 24 hrs by Annexin V-FITC/propidium iodide dual staining based flow cyclometry (Rvb = 9.8%)
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,8.3,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at cytotoxic IC50 concentration after 24 hrs by Annexin V-FITC/propidium iodide dual staining based flow cytometry (Rvb = 1.6%)
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,Activity,3.7,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at cytotoxic IC50 concentration after 24 hrs by Annexin V-FITC/propidium iodide dual staining based flow cytometry (Rvb = 3.7%)
CHEMBL3793789,O=C(NN1C(=O)CS[C@@H]1c1ccc([N+](=O)[O-])cc1)c1cnccn1,CHEMBL392,MIC,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL3793789,O=C(NN1C(=O)CS[C@@H]1c1ccc([N+](=O)[O-])cc1)c1cnccn1,CHEMBL392,IC50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL4793394,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)NN1c2ccccc2Sc2ccccc21,CHEMBL392,GI50,100000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL2296532,COc1ccc(C(=O)Nc2nc(C)c(C(=O)N/N=C3\S/C(=C\c4ccc(O)cc4)C(=O)N3c3ccccc3)s2)cc1,CHEMBL392,Activity,,,Cytotoxicity against Homo sapiens (human) A549 cells by SRB assay
CHEMBL4764313,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)Nc1ccc(F)cc1F,CHEMBL392,GI50,,,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL3794073,Cc1ccc2c(c1)cc(/C=C1\SC(=S)NC1=O)c1nnnn12,CHEMBL392,GI90,63.3,ug ml-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3794073,Cc1ccc2c(c1)cc(/C=C1\SC(=S)NC1=O)c1nnnn12,CHEMBL392,GI50,89.24,ug.mL-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL2316330,CCN1C(=O)S/C(=C\C2=Cc3cccc(OC)c3OC2)C1=O,CHEMBL392,IC50,200000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay
CHEMBL3781723,O=C1CSC(c2ccc(O)cc2)N1c1ccc(Cl)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3781723,O=C1CSC(c2ccc(O)cc2)N1c1ccc(Cl)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3781723,O=C1CSC(c2ccc(O)cc2)N1c1ccc(Cl)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL3781083,Cc1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL392,Inhibition,-11.4,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3781083,Cc1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3781083,Cc1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL3781083,Cc1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL3781083,Cc1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL5440068,CCOC(=O)C(C)N1C(=O)S/C(=C\c2cc(Cl)c(O)c(Cl)c2)C1=O,CHEMBL392,GI50,72500.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5428782,O=C1OCCC1N1C(=O)S/C(=C\c2ccc(O)c(O)c2)C1=O,CHEMBL392,GI50,50200.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL2263186,O=C1NC(=O)/C(=C/c2ccc(OCCOc3ccc(Br)cc3)cc2)S1,CHEMBL392,CC50,148.0,ug.mL-1,Cytotoxicity against Homo sapiens (human) A549 cells after 3 days by SRB assay
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,56.0,%,Induction of mitochondrial membrane potential depolarization in human A549 cells assessed as proportion of cells with intact mitochondria by measuring red fluorescent J-aggregates at 0.25 uM incubated for 48 hrs by JC-1 staining based flow cytometry (Rvb = 63.9%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,60.2,%,Induction of mitochondrial membrane potential depolarization in human A549 cells assessed as proportion of cells with intact mitochondria by measuring red fluorescent J-aggregates at 0.125 uM incubated for 48 hrs by JC-1 staining based flow cytometry (Rvb = 63.9%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,46.4,%,Induction of mitochondrial membrane potential depolarization in human A549 cells assessed as proportion of cells with depolarized mitochondria by measuring green fluorescent J-monomers at 0.5 uM incubated for 48 hrs by JC-1 staining based flow cytometry (Rvb = 34.2%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,42.3,%,Induction of mitochondrial membrane potential depolarization in human A549 cells assessed as proportion of cells with depolarized mitochondria by measuring green fluorescent J-monomers at 0.25 uM incubated for 48 hrs by JC-1 staining based flow cytometry (Rvb = 34.2%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,38.2,%,Induction of mitochondrial membrane potential depolarization in human A549 cells assessed as proportion of cells with depolarized mitochondria by measuring green fluorescent J-monomers at 0.125 uM incubated for 48 hrs by JC-1 staining based flow cytometry (Rvb = 34.2%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,6.96,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 0.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 3.36%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,29.5,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 0.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 0.82%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,3.73,%,Induction of apoptosis in human A549 cells assessed as early apoptotic cells at 0.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 0.11%)
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,IC50,80.0,nM,Cytotoxicity against human A549 cells assessed as inhibition of cell growth measured after 96 hrs by MTT assay
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Ratio IC50,13.8,,"Potency index, ratio of celastrol IC50 to test compound IC50 for cytotoxicity against human A549 cells by MTT assay"
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,,,Cytotoxicity against human A549 cells assessed as inhibition of cell proliferation at 0.125 to 2 uM by MTT assay
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,,,Cytotoxicity against human A549 cells assessed as inhibition of cell proliferation measured after 24 to 72 hrs by MTT assay
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,Activity,,,"Cytotoxicity against human A549 cells assessed as inhibition of cell proliferation at 0.1 uM pretreated for 2 hrs with necroptosis inhibitor, necrostatin-1 followed by incubation with compound and measured after 48 hrs by MTT assay"
